drug_id,drug,target
907,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)CC3:C:C:C(C4=NCCCN4):C:C:3)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0
908,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0
909,COC1CCCC2C1=C(C(=O)[O-])N1C(=O)C(C(C)O)C21,0
910,COCOC(=O)C1N2C(=O)C(N3C(=O)C(C4:C:C:C(O):C:C:4)NC3(C)C)C2SC1(C)C,0
911,COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(C4:C:C:C:C:C:4)NC3(C)C)[C@H]2SC1(C)C,0
912,CC(=O)OC1/C=C/C(C)=C/CC(O)/C=C/C(C)=C/C(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O,0
913,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0
914,COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0
915,CC1(C)S[C@@H]2[C@H](NC(=O)C(C3:C:C:C:C:C:3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,0
916,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CCS(=O)C3)S[C@H]12,0
917,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O.CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0
918,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)[O-])C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],0
919,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0
920,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2:C:C:C:C:C:21,0
921,C[C@]1(CN2:C:C:N:N:2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0
922,CCCCCCCCCC(=O)N[C@H]1[C@H](OC2:C3:C:C4:C:C:2OC2:C:C:C(:C:C:2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](CC5:C:C:C(:C(Cl):C:5)O3)NC(=O)[C@H](N)C3:C:C:C(O):C(:C:3)OC3:C:C(O):C:C4:C:3)C3:C:C:C(O):C(:C:3)C3:C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O):C:C(O):C:C:3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
923,CO[C@@]1(NC(=O)C(C(=O)O)C2:C:C:S:C:2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,0
924,CN1:C(=O):C2:C(:N:C:N:2CCNCC(O)C2:C:C:C(O):C(O):C:2):N(C):C:1=O,0
925,CC1(C)SC2C(NC(=O)CSC3:C:C:C:C:C:3)C(=O)N2C1C(=O)O,0
926,CC1(C)[C@H](NC(=O)/C(=N\OCC(=O)O)C2:C:S:C(N):N:2)C(=O)N1OS(=O)(=O)O,0
927,CC(C)C(=O)OCC1:C:C:C:C(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)CC4:C:C:C:C:C:4)[C@H]3SC2(C)C):C:1,0
928,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0
929,CC1:C:C:C(C(=O)C2:C:C(O):C(O):C([N+](=O)[O-]):C:2):C:C:1,0
930,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0
931,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,0
932,CC1:C:C:C(C(C)C):C(OCC2=NCCN2):C:1,0
933,CC[C@]1(O)C[C@H]2CN(CCC3:C(:[NH]:C4:C:C:C:C:C:3:4)[C@@](C(=O)OC)(C3:C:C4:C(:C:C:3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0
934,C/C1=C/C(O)CC(=O)CC2:N:C(:C:O:2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)/C=C\C(=O)NC\C=C/1,0
935,[C-]#[N+]C(=C\C1:C:C:C(O):C:C:1)/C(=C/C1:C:C:C(O):C:C:1)[N+]#[C-],0
936,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(/C(C)=N/NC(=O)C1:C:C:C:C:C:1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.[Cl-].[H+],0
937,FC(F)(Cl)C(F)(F)Cl,1
938,C[C@H]1CCCC[C@@]1(C1:C:C:C:S:1)N1CCCCC1,1
939,CC(CC1:C:C:C:C:C:1)NCCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C.[Cl-].[H+],1
940,CC(=O)NCCCN1CCN(C2:C:C(Cl):C:C:C:2Cl)CC1,1
941,CC(=O)OC1CC[C@@]2(C)C([C@@H]1Br)[C@H](Br)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,1
942,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,1
943,CC(=O)OCC(=O)OCC/C(SC(=O)C1:C:C:C:O:1)=C(/C)N(C=O)CC1:C:N:C(C):N:C:1N,1
944,CC(=O)NC(CCC(N)=O)C(=O)O,1
945,CC(=O)NCC1(C2:C:C:C:C:C:2)CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
946,CC(=O)NC1:C:C:C(OC(=O)C2:C:C:C:C:C:2O):C:C:1,1
948,CC(=O)OCC/C(SC(C)=O)=C(/C)N(C=O)CC1:C:N:C(C):N:C:1N,1
949,CC(=O)SCC(CC1:C:C:C:C:C:1)C(=O)NCC(=O)OCC1:C:C:C:C:C:1,1
950,CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1OC4:C(OC(C)=O):C:C:C5:C:4C12CCN(C)C3C5,1
951,CCC(OC(C)=O)C(CC(C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
952,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,1
953,C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1,1
955,O=C(COC1:C:C:C(Cl):C:C:1)OCCNC12CC3CC(CC(C3)C1)C2,1
956,O=C(NCCN1CCN(C2:N:C:C:C:N:2)CC1)C12CC3CC(CC(C3)C1)C2,1
957,CC(N)C(=O)OC(C)(C)CC1:C:C:C(Cl):C:C:1,1
958,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1
959,CCCN(CCC)C1CC2:C:C:C:C3:C:C(O):C:C(:C:2:3)C1,1
960,CC12CC(=O)[C@H]3C(CC[C@H]4C[C@H](O)CCC43C)[C@@H]1CCC2C(=O)CO,1
961,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,1
962,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
963,COC1(F)C(F)(F)C1(F)Cl,1
964,C=CCN1CCC23C4:C5:C:C:C(O):C:4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5,1
965,C=CCN1C(=O)OC(C)C1=O,1
966,CNC[C@@H]1CN(C2:C:C:C(OCC3:C:C:C:C(Cl):C:3):C:C:2)C(=O)O1,1
967,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COC2:C:C:C:C(OC):C:2C1.[Cl-].[H+],1
968,O=C1CCC2(CCC(=O)C3:C:C:C:C:C:32)C(=O)N1,1
969,CC(=O)NCCN1:C(C):C:C(C=O):C:1C,1
970,CC(CC#N)N(C)CC(=O)N(C)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1F,1
971,CCC(=O)O[C@]1(C2:C:C:C:C:C:2)CCN(C)C[C@@H]1CC,1
972,CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
973,C=CCN1CCCC1CNC(=O)C1:C:C(S(=O)(=O)NC):C(N):C:C:1OC,1
974,O=C(O)CN1C(=O)C2:C:C:C:C3:C:C:C:C(:C:2:3)C1=O,1
975,CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1
976,CC12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=CC43C)[C@@H]1C[C@H]1O[C@@](C)(C3:C:C:C:C:C:3)O[C@]12C(=O)CO,1
977,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
978,CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
979,CC1:C:C:C:C(C):C:1NC(=O)C1:C:C:C(N):C:C:1,1
980,CC(C)N1:C:C2:C3:C(:C:C:C:C:3:1)C1C[C@@H](C(=O)NC3CCCCC3)CN(C)C1C2,1
981,CC(CC1:C:C:C:C:C:1)NC(C#N)C1:C:C:C:C:C:1,1
982,O=C(O)CCCCCC[NH2+]C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21.[Cl-],1
983,CCN1CCCC1CNC(=O)C1:C:C(S(=O)(=O)CC):C(N):C:C:1OC,1
984,C[N+](C)([O-])CCC=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
985,CC(C)CCOC(CN1CCCC1)C1:C:C:C:C:C:1,1
986,CCNC(=O)N1CCN(CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,1
987,NC1:C:C:C:C(N2:C:C:C:C:C:2=O):C:1,1
988,CN(C)C1:C:N:C:C:N:1,1
989,CCC(C)(C)O,1
990,CCOC(=O)C1(C2:C:C:C:C:C:2)CCN(CCC2:C:C:C(N):C:C:2)CC1,1
991,COC1:C:C:C(C(=O)N2CCCC2=O):C:C:1,1
992,COC1:C:C2:O:C(=O):C(C):C(C):C:2:C:C:1OCCCN1CCN(C2:C:C:C:C:C:2OC)CC1,1
993,CCCNC(=O)C1:C:C:C2:C(:C:1)N([C@H](C)CN1CCCC1)C1:C:C:C:C:C:1S2,1
994,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1
995,O=C1CCC2:C:C:C(OCCCCN3CCN(C4:C:C:C:C(Cl):C:4Cl)CC3):C:C:2N1,1
996,O=C1C(O)=C(O)OC1C(O)CO,1
998,CCN(CC)C1:C:C:C(NC(=O)C2:C:C:C:C:C:2N):C(C):C:1,1
999,CN1C2CCC1CC(OC(=O)C(C)(CO)C1:C:C:C:C:C:1)C2,1
1000,C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)C1:C:C:C:C:C:1)C2,1
1001,CN(C(=O)CNC(=O)[C@@H](N)CCCCN)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1,1
1002,O=C1:[NH]:C2:C:C(Cl):C:C:C:2:N:1C1CCN(CC2COC3:C:C:C:C:C:3O2)CC1,1
1003,NC1:C:C:C(S(=O)(=O)N2CC3CCC(CC3)C2):C:C:1,1
1004,O=C(CCCN1CCN2CCCC2C1)C1:C:C:C(F):C:C:1,1
1005,OC(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)C1CCNCC1,1
1006,O=C1NCCN1C1CCN(CCC2COC3:C:C:C:C:C:3O2)CC1,1
1007,C1:C:C:C2:C(:C:1)CCN1CCNCC21,1
1008,C1:C:C:C2:C(:C:1):C:C1:N:2CCCNC1,1
1009,CN(CCC1:C:C2:C:C:C:C3:C:2:N:1C1:C:C:C:C:C:1CC3)CC1:C:C:C:C:C:1,1
1010,O=C1:[NH]:C2:C:C:C:C:C:2:C(=O):N:1CCN1C[C@H]2C[C@H](C3:C:C:C(F):C:C:3)[C@H]2C1,1
1011,CCN(CCO)CCN1:C(CC2:C:C:C:C:C:2):N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
1012,CCC1(CC)C(=O)NC(=O)NC1=O,1
1013,CC1:N:C2:N(:N:1)C(N1CCN(C)CC1)=NC1:C:C:C:C:C:1C2,1
1014,O=C(CCCl)NCC1:C:C:C:C:C:1,1
1015,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
1016,COC[C@H]1CN(C2:C:C:C(OCC[C@@H](O)C(F)(F)F):C:C:2)C(=O)O1,1
1017,CCC1(C)CC(=O)NC(=O)C1,1
1018,C/C(=C(\CCOP(=O)(O)O)SC(=O)C1:C:C:C:C:C:1)N(C=O)CC1:C:N:C(C):N:C:1N,1
1019,CC(=O)NC1:C:C:C(OC(=O)C2:C:C:C:C:C:2OC(C)=O):C:C:1,1
1020,O=C1CNC(C2:C:C:C:C:C:2)=C2:C3:C(:S:C:2=N1)CCCC3,1
1021,C/C(=C(\CCOC(=O)C1:C:C:C:C:C:1)SC(=O)C1:C:C:C:C:C:1)N(C=O)CC1:C:N:C(C):N:C:1N,1
1022,C[N+](C)([O-])CC/C=C1/C2:C:C:C:C:C:2C=CC2:C(Cl):C:C:C:C:21,1
1023,C1:C:C:C(CN2:C:C(CCC3:C:C:N:C:C:3):C3:C:C:C:C:C:3:2):C:C:1.[Cl],1
1024,OCC1:C:C:C:C:C:1,1
1025,CN1CCC2:C:C(Cl):C(O):C:C:2[C@@H](C2:C:C(Br):C:C3:C:2OCC3)C1,1
1026,CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(C2:C:C:C(F):C:C:2)C2:C:C:C:C:C:2OC12CCCC2,1
1027,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1:C:C:C:C:C:1)C(=O)CO,1
1028,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1029,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2:C:C:C:C:C:2O1,1
1030,O=C(O)CCCCC1SCC2NC(=O)NC21,1
1031,O=C1C[C@H]2SC(C3(O)CN4C(=O)C[C@H]4S3)CN12,1
1032,O=C(CCCN1CCN2CC3:[NH]:C4:C:C:C:C:C:4:C:3CC2C1)C1:C:C:C(F):C:C:1,1
1033,C/C(=C(/CCOC(=O)C1:C:C:C:C:C:1)SS/C(CCOC(=O)C1:C:C:C:C:C:1)=C(\C)N(C=O)CC1:C:N:C(C):N:C:1N)N(C=O)CC1:C:N:C(C):N:C:1N,1
1034,CC(=O)NCCC[C@H](NC(C)=O)C(=O)O,1
1035,CCN1CCN(C2:C:C(C3:C:C:C(F):C:C:3):C3:C(:N:2)CCCCCC3)CC1,1
1036,CC[C@]12CCN(CC3(O)CC3)[C@H](CC3:C:C:C(O):C:C:31)C2(C)C,1
1037,CC1(C)OC(=O)NC2:C:C:C(Br):C:C:21,1
1038,CC(C)C(Br)C(=O)NC(N)=O,1
1039,BrC(Br)Br,1
1040,CC1:C:C(Br):C:C(C(N)=O):C:1O,1
1041,O=C1CC(C2:C:C:C:C(Br):C:2)C(=O)N1,1
1042,CC1:N:N:C2:N:1C1:S:C(Br):C:C:1C(C1:C:C:C:C:C:1Cl)=NC2,1
1043,NC1:N:C(=O):C2:N:C:N(CC[C@@H](O)CO):C:2:[NH]:1,1
1044,CC(=O)NC1:C:C:C(OC(C)(C)C):C:C:1,1
1045,CC(C)(C)[C@]1(O)CCN2C[C@H]3C4:C:C:C:C:C:4CCC4:C:C:C:C(:C:43)[C@@H]2C1.[Cl-].[H+],1
1046,CCCC(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCN(C)CC1)C1:C:C:C:C:C:1S2,1
1047,CCCCC(CC)CNC(=O)CC(C)O,1
1048,OC1:C:C:C2:C(:C:1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,1
1049,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21,1
1050,CC(NCCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C)C(O)C1:C:C:C:C:C:1,1
1051,CN(C)C(=O)OC1N=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N(C)C1=O,1
1052,CC12CCC(CC1=O)C2(C)C,1
1053,CCCCC/C(=N/OCCN)C1:C:C:C(C):C(N):C:1,1
1054,CCCCSC1:C:C:C(C(SCCN(C)C)C2:C:C:C:C:C:2):C:C:1,1
1055,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,1
1056,CN1C(=O)CN(C(N)=O)C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
1057,C#CC(OC(N)=O)C1:C:C:C:C:C:1,1
1058,O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,1
1059,NC(=O)CN1CC2:C:C:C:C:C:2OC1=O,1
1060,CC(C)NC(=O)OC1CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
1062,NS(=O)(=O)C1:C:C:C(C(=O)O):C:C:1,1
1063,C[C@H](N)C(=O)C1:C:C:C:C:C:1,1
1064,O=C1CN(C(=O)CN2CC(C3:C:C:C(Cl):C:C:3)CC2=O)CCN1,1
1065,OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,1
1066,COCC1:C(C(C)C):N:C(C(C)C):C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O):C:1C1:C:C:C(F):C:C:1,1
1067,CC1:C:C(C):C(=O):[NH]:N:1,1
1068,CC(=O)C1:C:C:C(C(O)C(CO)NC(=O)C(Cl)Cl):C:C:1,1
1069,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)CC1:C:N:C(C):N:C:1N,1
1070,OC[C@@H](O)[C@H]1OC2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,1
1071,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,1
1072,CN1C(=O)CCS(=O)(=O)C1C1:C:C:C(Cl):C:C:1,1
1074,O=C(O)C1:C:C(=O):C2:C:C:C:C:C:2:O:1,1
1075,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1
1076,ClC1:C:C:C:C:C:1C1=NCC2:N:N:C(C3CCCCC3):N:2C2:S:C(Br):C:C:21,1
1077,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,1
1078,CC(C)N[C@H]1C2CCC(CC2)[C@]1(O)C1:C:C:C(Cl):C(Cl):C:1,1
1079,NNCC1CCCCC1,1
1080,CC(C)C(O)C1CCCCC1,1
1081,COCC1CN(C2:C:C:C(OCC3:C:C:C:C(C#N):C:3):C:C:2)C(=O)O1,1
1082,COC1:C:C(/C=C/C(=O)N2CCCCCCC2):C:C(OC):C:1OC,1
1083,N#CCCN1C(=O)C(O)N=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
1084,CN(C(=O)CNC1CC1)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1Cl,1
1085,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,1
1086,CN1CCC2=C(CC1)C1:C:C(C#N):C:C:C:1SC1:C:C:C:C:C:12,1
1087,COC1:C:C(N):C(Cl):C:C:1C(=O)NC1CCN(CC2:C:C:C:C:C:2)CC1,1
1088,ClC1:C:C:C:C(Cl):C:1NC1=NCCO1,1
1089,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1
1090,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,1
1091,NC(=O)C1(N2CCCCC2)CCN(CCCN2C3:C:C:C:C:C:3CCC3:C:C:C(Cl):C:C:32)CC1,1
1092,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,1
1093,CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](O)C[C@@]21C,1
1094,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1
1095,CN(C)CCCN1:C(=O):N(C2:C:C:C:C:C:2):C2:C:C(Cl):C:C:C:2:1,1
1096,CCN(CC)CCOC1(C2:C:C:C(Cl):C:C:2)CCCCC1,1
1097,O=C(CCCN1CCC(O)(C2:C:C:C(Cl):C(C(F)(F)F):C:2)CC1)C1:C:C:C(F):C:C:1,1
1099,O=C1:[NH]:C2:C:C:C:C:C:2:C(=O):N:1CCCN1CCN(C2:C:C:C:C(Cl):C:2)CC1,1
1100,C[C@]12C[C@H](O)[C@H]3[C@@H](C=C(Cl)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
1101,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,1
1102,C#CCN(C)CCCOC1:C:C:C(Cl):C:C:1Cl,1
1103,O=C(CCCN1CCC(C(=O)C2:C:C:C(Cl):C:C:2)CC1)C1:C:C:C(F):C:C:1,1
1104,CN1CCN(C2CC3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
1105,CCC1:C:C2:C(:S:1)N(C)C(=O)CN=C2C1:C:C:C:C:C:1Cl,1
1106,CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
1107,CNC(=O)CCN1CCN(CCC=C2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
1108,CCC12CCN(CC3CCC3)C(CC3:C:C:C(O):C:C:31)C2(C)C,1
1109,CC[C@H]1CC(=O)[C@@H]2OC3:C(OC):C:C:C4:C:3[C@@]23CCN(CC2CC2)C(C4)[C@H]13,1
1110,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1
1111,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1
1112,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1
1113,CC1=C[C@H]2[C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)C4:C:C:C:C(S(=O)(=O)O):C:4)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CC3:C:N:N(C4:C:C:C:C:C:4):C:3C=C12,1
1114,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=CC5:C(:C:N:N:5C5:C:C:C:C:C:5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
1115,CN1C(=O)CCC1C1:C:C:C:N:C:1,1
1116,CN(C)CC(=O)C=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
1117,CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,1
1118,C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,1
1119,O=C(NC1:C:C:C:C:C:1)OCC1(COC(=O)NC2:C:C:C:C:C:2)CCCC1,1
1120,CN(C)C1CCC2:[NH]:C3:C:C:C:C:C:3:C:2C1,1
1121,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1
1122,CN(C)CCC=C1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1
1123,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C45CC4CC[C@]5(C)[C@H]3CC[C@]12C,1
1124,C/C(=C1/CCOC(=O)S1)N(C=O)CC1:C:N:C(C):N:C:1N,1
1125,NC(=O)C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
1126,COC12C=CC3(CC1C(C)(C)O)[C@@H]1CC4:C:C:C(O):C5:C:4[C@]3(CCN1CC1CC1)[C@@H]2O5,1
1127,CN(C)CCOC(=O)CCC1CCCCC1,1
1128,OC(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)C1CC1C1:C:C:N:C:C:1,1
1129,O=C1NC(=O)C2(C3:C:C:C(Cl):C:C:3)CC12,1
1130,CN(C)CC(=O)N1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
1131,OC(C1=NCCN1)(C1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1,1
1132,CCCCCCCCCCOC1:C(OC):C:C(C(N)=O):C:C:1OC,1
1133,CC1:C:C:C(CC2:C:C:C:C:C:2):C(N2CCNCC2):C:1,1
