drug,target
COC1:C:C:C2:C(:C:1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,1
CNCCC(OC1:C:C:C:C2:C:C:C:C:C:1:2)C1:C:C:C:S:1,1
O=C(C1:C:C:C(F):C:C:1)C1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,1
CCC(=O)N(C1:C:C:C(Cl):C(Cl):C:1)[C@@H]1CCC[C@H]1N(C)C,1
CC1=NN(C2:C:C:C:C:C:2)C(=O)C1,1
CC1:N:C:C:N:1C(C)C1:C:C:C:C:C:1,1
CCN(CC)C/C=C1/C2:C:C:C:C:C:2NC2:C:C(Cl):C:C:C:21,1
CCS(=O)(=O)CCN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
FC1:C:C:C(C2:C:C:C(CN3CCN(C4:C:C:C:C5:C:C:O:C:4:5)CC3):[NH]:2):C:C:1,1
C1:C:C2:C(:C(N3CCNCC3):C:1)OCCO2,1
CCC(CC)(CNC(=O)CCCO)C1:C:C:C:C(OC):C:1,1
COC1:C:C:C:C:C:1N1CCN(CC(O)COC2:C:C(OC):C(OC):C(OC):C:2)CC1,1
CCOC(=O)N(CC1:C:C:C:C:C:1)C1CC1,1
OC1CCN(C2:C:C:C(C3:C:C:C(Cl):C:C:3Cl):N:N:2)CC1,1
CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,1
CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1
CC1OC2(CCCCC2OC2:C:C:C:C(Cl):C:2)NC1=O,1
CCCCCCCNC(=O)OC1:C:C:C2:C(:C:1)[C@]1(C)CCN(C)[C@@H]1N2C,1
CN1CCC2=C(CC1)C1:C:C:C:C:C:1N(C)C1:C:C:C:C:C:12,1
CCN1CCCC1CNC(=O)C1:C:C(C(C)=O):C:C:C:1OC,1
CCN(CC)CCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C,1
CCNC1=NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)S1,1
CCOC1C2:C:C:C:C:C:2C(=O)N(C)C2:C:C:C:C:C:21,1
CCCCNCC1COC2:C:C:C:C(OCC):C:2O1.[Cl-].[H+],1
CCCl,1
C=C,1
CCC1(CC)C(=O)NC=C(C)C1=O,1
CCNC1(C2:C:C:C:C:C:2)CCCCC1,1
CCNC1=NC2:C:C:C(Cl):C:C:2C(C)(C2:C:C:C:C:C:2)O1.[Cl-].[H+],1
CCC(C(N)=O)N1CCCC1=O,1
CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,1
O=C(O)/C=C/C(=O)O.OCCOCCOCCN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1,1
CCC1:N:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):C(=O):N:1CC,1
CCCC(C)(O)C1CC23C=CC1(OC)C1OC4:C(O):C:C:C5:C:4C12CCN(C)C3C5,1
CCC1(C2:C:C:C:C:C:2)OCC(C2CCCCN2)O1,1
CC(=O)OCC(CCN1:C:N:C2:C:N:C(N):N:C:2:1)COC(C)=O,1
CN(C)CCCN1:C(=O):C2:C:C:C:C:C:2:C2:C:C:C:C:C:2:1,1
CCC1:C(OC):N:C2:N:C(C3:N:O:C(C):N:3):C:N:2:C:1C,1
O=C1CC[C@H](C(=O)N2CCCCC2)N1,1
CCCCOCC(CN1C(=O)NC(=O)C(CC)(C2:C:C:C:C:C:2)C1=O)OC(N)=O,1
NC(=O)OCC(COC(N)=O)C1:C:C:C:C:C:1,1
COC1:C:C:C(OCC2CN(C)CCC2C2:C:C:C:C:C:2):C:C:1,1
O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)C1:C:C:C(F):C:C:1,1
CCC(C(=O)OCCN1CCOC(C2:C:C:C:C:C:2)C1C)C1:C:C:C:C:C:1,1
CCNC1C2CCC(C2)C1C1:C:C:C:C:C:1,1
CCCCN/C(=C1/C=C(Cl)C=CC1=O)C1:C:C:C:C:C:1Cl,1
C1:C:C:C(CC2NCCC3:C2:[NH]:C2:C:C:C:C:C:3:2):C:C:1,1
CCC1C(=O)NC(=O)C1(C)C1:C:C:C:C:C:1,1
ClC1:C:C:C(OCC2=NCCN2):C:C:1Cl,1
CC1NC(=O)COC1C1:C:C:C:C:C:1,1
CN1CC(=O)N=C1NC(=O)NC1:C:C:C:C(Cl):C:1,1
CCNC1=NC(=O)C(C2:C:C:C:C:C:2)O1,1
CC(C)(O)CC(C)(O)C1:C:C:C(Cl):C:C:1,1
CN1:N:C(C2:C:C:C:N:C:2):N:C:1C1:C:C:C:C:C:1CO,1
O=C(COC1:C:C:C(Cl):C:C:1)N1CCN(CC2:C:C:C3:C(:C:2)OCO3)CC1,1
CC(C)(C)NCC(O)C1:C:C:C:C:C:1F,1
CS(=O)(=O)C1:C:C:C([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl):C:C:1,1
CCN(CC)CCC(=O)N1C2:C:C:C:C:C:2SC2:C:C:C(C(F)(F)F):C:C:21,1
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1
CCOC(=O)N(CCN(C)C)C1:C:C:C:C(C(F)(F)F):C:1,1
COC1:C:C:C(S(N)(=O)=O):C:C:1C(=O)NCC1CCCN1CC1:C:C:C(F):C:C:1,1
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1,1
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CC1:C:C2:C(:S:1)=NC1:C:C:C(F):C:C:1NC=2N1CCN(C)CC1,1
COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CCS(=O)(=O)C1:C:C:C(F):C:C:1,1
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
C[C@H]1C2:C:C:C:C:C:2[C@@H](CCCN(C)C)C2:C:C(C(F)(F)F):C:C:C:21,1
CNCCC(OC1:C:C:C(C(F)(F)F):C:C:1)C1:C:C:C:C:C:1,1
CCCCCCC(=O)OCCN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
OCCOC1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
NC(=O)NCCN1CCN(C2:C:C:C:C(C(F)(F)F):C:2)CC1,1
O=C1NCN(C2:C:C:C:C:C:2)C12CCN(CCCC(C1:C:C:C(F):C:C:1)C1:C:C:C(F):C:C:1)CC2,1
O=C1CN2CCOC2(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:2N1CCO,1
CN1C(=O)C(O)N=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,1
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
OCCN1CCN(CCCN2C3:C:C(C(F)(F)F):C:C:C:3SC3:S:C:C:C:32)CC1,1
CCOC(=O)C1:C:N:C:N:1C(C)C1:C:C:C(F):C:C:1,1
OC(CCCN1CCC2:C(:C3:C:C(F):C:C:C:3:N:2C2:C:C:C(F):C:C:2)C1)C1:C:C:C(F):C:C:1,1
CC(C)N1:C(/C=C/[C@@H](O)C[C@H](O)CC(=O)O):C(C2:C:C:C(F):C:C:2):C2:C:C:C:C:C:2:1,1
COCCCC/C(=N\OCCN)C1:C:C:C(C(F)(F)F):C:C:1.O=C(O)/C=C\C(=O)O,1
CNC(=O)N1CC(OC2:C:C:C:C(C(F)(F)F):C:2)C1,1
NC1:N:C(=O):C2:N:C(CNC3:C:C:C(C(=O)N[C@@H](CCC(=O)O)C(=O)O):C:C:3):C:N:C:2:[NH]:1,1
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,1
CP(C)(=O)CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
NNC(=O)CP(=O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
C[C@@H]1O[C@@H]1P(=O)(O)O,1
O=C1NC(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C(=O)N1COP(=O)(O)O,1
CN1CCN(CCC(=O)N2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
O=C(CCN1CCN(CCO)CC1)N1C2:C:C:C:C:C:2SC2:C:C:C(C(F)(F)F):C:C:21,1
O=C1OCCC1C1(O)CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)CC1:C:N:C(C):N:C:1N,1
O=C1:[NH]:O:C2:C:1CCNC2,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,1
COCC1:C(C(=O)OC(C)C):N:C:C2:[NH]:C3:C:C:C:C(OC4:C:C:C(Cl):C:C:4):C:3:C:1:2,1
CCC12CCN(CC3CC3)C(CC3:C:C:C(O):C:C:31)C2(C)C,1
CC1(C)CC(=O)N(CCCCN2CCN(C3:N:C:C:C:N:3)CC2)C(=O)C1.[Cl-].[H+],1
FC1:C:C:C2:[NH]:C3:C(:C:2:C:1)CN(CCCC1:C:C:C:N:C:1)CC3,1
COC1:C:C2:C(:C:C:1OC)C(C1:C:C:C:C(Cl):C:1)=NN=C(C)C2,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO,1
O=C(NCCN1CCC(N2:C(=O):[NH]:C3:C:C(Cl):C:C:C:3:2)CC1)C1:C:C:C(F):C:C:1,1
CCCCCCCCCC(=O)OC1(C2:C:C:C(Cl):C:C:2)CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CCC(O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,1
O=C1CN2CCOC2(C2:C:C:C:C:C:2F)C2:C:C(Br):C:C:C:2N1,1
CCCCCC(N)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
OCCN1C=CN(CCCN2C3:C:C:C:C:C:3C=CC3:C:C:C:C:C:32)C=CC1,1
CCC(C)(O)C1CC23C=CC1(OC)C1OC4:C(OC):C:C:C5:C:4C12CCN(CC1CC1)C3C5,1
CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,1
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O,1
CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1
CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,1
COC1:C:C:C(CN2:C(C):C(CCN):C3:C:C(O):C:C:C:3:2):C:C:1,1
CCC(Br)(C(N)=O)C(C)C,1
O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1CCOCC1CC1,1
CC1:C:C:C:C(O[C@H]2CCNC[C@H]2O):C:1C,1
O=C(/C=C/C1:C:C:C2:C(:C:1)OCO2)N1CCCCC1,1
COC1:C:C(C(C)=O):C:C:C:1OCCCN1CCC(C2:N:O:C3:C:C(F):C:C:C:2:3)CC1,1
CN1CCN(CCN2CCN(CCCN3C4:C:C:C:C:C:4SC4:C:C:C(Cl):C:C:43)CC2)C1=O,1
CN(C)CCN1CCN(C2:C:C:C:C(Cl):C:2)C1=O,1
C[N+](C)([O-])CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
CN[C@@H]1C[C@@H](C2:C:C:C(Cl):C(Cl):C:2)C2:C:C:C:C:C:21.[Cl-].[H+],1
C1=CC2:C:C:C:C(OCC3CNCCO3):C:2C1,1
CN(C)CCC1(C2:C:C:C:C:C:2)C=CC2:C:C:C:C:C:21,1
CC(C)NNC(=O)COC1:C:C:C(Cl):C:C:1,1
CSC1:C(Cl):N:C(NC(C)C):N:C:1N1CCN(C)CC1,1
O=C1C2:C:C:C:C:C:2S(=O)(=O)N1CCCCN1CCN(C2:N:C:C:C:N:2)CC1.[Cl-].[H+],1
CC1:C:C(C(=O)NNCC2:C:C:C:C:C:2):N:O:1,1
CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,1
C=C[C@@H]1CNCC[C@H]1CCCC1:C:C:N:C2:C:C:C(OC):C:C:1:2,1
CC1[C@H]2C(=O)C3:C:C:C(O):C:C:3[C@]1(C)CCN2CC1CC1,1
CC1=CC(=O)N2CC(=O)N(C)C3:C:C:C(Cl):C:C:3C2(C2:C:C:C:C:C:2)O1,1
CCC(=O)C1(C2:C:C:C:C(O):C:2)CCN(C)CC1,1
ClC1:C:N:N(CCCCN2CCN(C3:N:C:C:C:N:3)CC2):C:1,1
O=C(CN1CCC23CCCCC2C1CC1:C:C:C(O):C:C:13)C1:C:C:C:C:C:1,1
O=C1N(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2C1(CC1:C:C:N:C:C:1)CC1:C:C:N:C:C:1,1
CCN(CC)C(=O)N[C@H]1C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,1
CNCCC=C1C2:C:C:C:C:C:2C(C)(C)C2:C:C:C:C:C:21,1
O=C1CCNC2:C:C:C(Cl):C:C:2N1C1:C:C:C:C:C:1,1
CCC(=O)N(C1:C:C:C:C:C:1)[C@]1(C(=O)OC)CCN(CCC2:C:C:C:C:C:2)C[C@@H]1C,1
CN(CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21)CC(=O)C1:C:C:C(Cl):C:C:1.[Cl-].[H+],1
COC1:C:C:C(Cl):C2:C:1CCCC2N(C)C,1
O=C1NC2:C:C:C(Cl):N:C:2C(C2:C:C:C:C:C:2Cl)=NC1O,1
CN1CCN(/C=C2\N=C3CN=C(C4:C:C:C:C:C:4Cl)C4:C:C([N+](=O)[O-]):C:C:C:4N3C2=O)CC1,1
CN1C(=O)C(O)N=C(C2:C:C:C:C:C:2Cl)C2:C:C(Cl):C:C:C:21,1
FC(F)(F)C1:C:C:C:C(N2CCN(CCC3:N:N:C4:N:3C[C@H]3CCC[C@@H]43)CC2):C:1,1
CN1CC[C@]23NC(=O)CC(C4:C:C(Cl):C:C:C:4O2)C3C1,1
CN(C(=O)CNC(=O)CN)C1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1Cl.O,1
COC1=CC(=O)OC1C(O)C1:C:C:C:C:C:1Cl,1
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1,1
CN1C2:C:C(F):C:C:C:2C(C2:C:C:C:C:C:2)=NCC1CNC(=O)C1:C:C:O:C:1,1
OC1(C2:C:C:C(Cl):C:C:2)C2:C:C:C:C:C:2C2=NCCN21,1
CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1,1
CC(NN)C1:C:C:C:C:C:1,1
CCC(C)C(C)(COC(N)=O)COC(N)=O,1
C[C@@H]1N=C(C2:C:C:C:C:C:2Cl)C2:C:C([N+](=O)[O-]):C:C:C:2NC1=O,1
CNC(=O)NC(O)C(Cl)(Cl)Cl,1
C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1
CCN(CC)CCNC(=O)COC1:C:C:C(OC):C:C:1.[Cl-].[H+],1
CN(C)CCC=C1C2:C:C:C:C:C:2C(C)(C)C2:C:C:C:C:C:21,1
CC1CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1,1
CC12CC3CC(C)(C1)CC(N)(C3)C2,1
COC1:C:C:C:C:C:1OCC1CNC(=O)O1,1
COC1:C:C:C2:C(:C:1)C(O)(CCCN(C)C)C1:C:C:C:C:C:1S2,1
CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2C3:C:C:C:C4:C:3:C(:C:N:4C)C[C@H]21,1
CC(=O)NC1:C:C:C:C(O):C:1,1
CC(C)(O)C(C)(O)C1:C:C:C:C(Cl):C:1,1
CN(C)CCN(CC1:C:C:C:S:1)C1:C:C:C:C:N:1,1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,1
CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,1
CC1=CCC2C3CC4:C:C:C(O):C5:C:4C2(CCN3C)C1O5,1
CO[C@H]1CC[C@H]2[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CCN3C)[C@H]1O5,1
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CC1:C:C:C2:C(:C:1)C(N1CCN(C)CC1)=NC1:C:C:C:C:C:1S2,1
COC1:C:C(C(=O)OCCN2CCN(CCCN3C4:C:C:C:C:C:4SC4:C:C:C(Cl):C:C:43)CC2):C:C(OC):C:1OC,1
CS(=O)(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCC(C(N)=O)CC1)C1:C:C:C:C:C:1S2,1
CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,1
COC(=O)C1C2CC3C4:[NH]:C5:C:C(OC):C:C:C:5:C:4CCN3CC2CC(OC)C1OC,1
COC1:C:C:C2:C(:C:1)C(N1CCN(C)CC1)=CC1:C:C:C:C:C:1O2,1
COC1:C:C:C2:C(:C:1):C1:C3:N:2CCN(C)C3=NCC1,1
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1
CC1COC2(C3:C:C:C:C:C:3Cl)C3:C:C(Cl):C:C:C:3NC(=O)CN12,1
CNC1:N:C(Cl):C(SC):C(N2CCN(C)CC2):N:1,1
NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,1
CCCCCNCC(N)=O,1
CO/N=C/C1=CCCN(C)C1,1
CC1:C:C(C2:C:C:C:C:C:2):N:N:C:1NCCN1CCOCC1,1
CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@@H](N(C)C)[C@@H]32)C[C@@H]1O,1
CN1[C@H]2CC[C@@H]1CC(NC(=O)C1:C:N(C3CCCCC3):C3:C:C:C:C:C:3:C:1=O)C2,1
NC(=O)CS(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1
CNCCCN1C2:C:C:C:C:C:2C(C)(C)C2:C:C:C:C:C:21,1
CC1(C2:C:C:C:C:C:2)CC(=O)N(CN2CCOCC2)C1=O,1
O=C1NC2CCCCN2C12CCN(CCCN1C3:C:C:C:C:C:3CCC3:C:C:C(Cl):C:C:31)CC2,1
COCN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:21,1
CNC(=O)O[C@H]1OC(=O)[C@]2(C)[C@@H]3C=C[C@@H](C3)[C@H]12,1
CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1,1
CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4:C:C:C(OCC5:C:C:C:C:C:5):C5:C:4[C@@]2(CCN3C)[C@H]1O5,1
CCCCCC(C)C(C)C1:C:C(OC(=O)CCCN2CCCCCC2):C2:C(:C:1)OC(C)(C)C1=C2CC(C)CC1,1
CCCCCCC(C)(C)C1:C:C(O):C2:C(:C:1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,1
O=C(CN1:C:C:N:C:1)C1:C:C:C2:C:C:C:C:C:2:C:1,1
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1CC3:C:C:C:C:C:3C[C@]12C(=O)CO.O,1
OC1:C:C:C2:C3:C:1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,1
C=C1CC[C@@]2(O)[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CCN3CC2CC2)[C@H]1O5,1
CC(C)=CCN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
CN=C(CC1:C:C:C2:C:C:C:C:C:2:C:1)[NH2+]C.[Cl-],1
C1=C(CC2=NCNC2)CCC2:C:C:C:C:C:21,1
CC(OC1:C:C:C:C2:C:C:C:C:C:1:2)/C(N)=N/O,1
CCC1:N:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):C(=O):N:1CCOC1:C:C:C:C:C:1.[Cl-].[H+],1
CC1:C:C:C:C(C):C:1NC(=O)CN1CCCC1=O,1
O=C1:[NH]:C2:C:C:C:C:C:2:N:1C1CCN(CCCC2:N:O:C3:C:C(F):C:C:C:2:3)CC1,1
O=C(CCNNC(=O)C1:C:C:N:C:C:1)NCC1:C:C:C:C:C:1,1
CC(CCN1CCN(C2:C:C:C(F):C:C:2)CC1)NC(=O)C1:C:C:C:N:C:1,1
C/C=C\C1O[C@]2(C(=O)COC(=O)C3:C:C:N:C:C:3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,1
CN1CC[C@]23C4:C5:C:C:C(OC(=O)C6:C:C:C:N:C:6):C:4O[C@H]2[C@@H](OC(=O)C2:C:C:C:N:C:2)C=C[C@H]3[C@H]1C5,1
O=C(C1:C:C:C:N:C:1)N1CCOCC1,1
NC(=O)C1:C:C:C:N:C:1,1
CCN(CC)C(=O)C1:C:C:C:N:C:1,1
CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:21,1
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,1
CNCCC(OC1:C:C:C:C:C:1OC)C1:C:C:C:C:C:1,1
N=C(N)C1:C:C:C(C2:C:C:C:C:C:2[N+](=O)[O-]):O:1,1
C#C[C@]1(O)CC[C@H]2C3CCC4=CC5:C(:C:N:N:5C5:C:C:C(F):C:C:5)CC4(C)[C@H]3CCC21C,1
CNC/C=C(/C1:C:C:C(Br):C:C:1)C1:C:C:C:N:C:1,1
CN1CC2:C(N):C:C:C:C:2C(C2:C:C:C:C:C:2)C1,1
CCCCCCCCCNC1:N:C:N:C2:[NH]:C:C:C:1:2,1
FCC(F)(F)F,1
OC1:C:C:C2:C(:C:1)C13CCCCC1C(C2)NCC3,1
OC1:C:C:C2:C3:C:1OC1C(O)C=CC4C(C2)NCCC341,1
O=C1CN=C(C2=CCCCC2)C2:C:C(Cl):C:C:C:2N1,1
COC1:C:C:C2:C(:C:1OC)C(=O)O[C@@H]2[C@H]1C2:C(:C:C3:C(:C:2OC)OCO3)CCN1C,1
CN(C)CCON=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
ClC1:C:C:C2:C(:C:1)/C(=C/C1CN3CCC1CC3)C1:C:C:C:C:C:1S2,1
CC1:N:C2:C(C):C:C:C:N:2:C(=O):C:1CCN1CCC(C2:N:O:C3:C:C(F):C:C:C:2:3)CC1,1
O=C(C1:C:C:C:C:N:1)C1:C:N:N2:C(C3:C:C:N:C:C:3):C:C:N:C:1:2,1
CCCCCCC(C)NN,1
CNCCC=C1C2:C:C:C:C:C:2C2CC2C2:C:C:C:C:C:21,1
O=C(CN1CC[C@H](C2:C:C:C(F):C:C:2)[C@@H](COC2:C:C:C3:C(:C:2)OCO3)C1)C1:C:C:C(F):C:C:1,1
CC(C)N1CCOC(C2:C:C:C(C(F)(F)F):C:C:2)C1,1
NC(=O)N1C2:C:C:C:C:C:2CC(=O)C2:C:C:C:C:C:21,1
CC(CC1:C:C:C:C:C:1)[N+](C)([O-])CC1:C:C:C:C:C:1,1
NC(=O)CN1CC(O)CC1=O,1
COC(=O)[C@@]1(O)CC[C@H]2C3CCC(=O)C4C(=O)C=CC4(C)[C@H]3C(O)CC21C,1
NC(CC1:C:[NH]:C2:C:C:C(O):C:C:1:2)C(=O)O,1
CN(C)C(=O)COC1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
